,Method,correlation,n_samples,prob_data,iteration,V1
385,Permfit-DNN,0.8,300,regression_perm,85,0.694736842105263
386,Permfit-DNN,0.8,300,regression_perm,86,0.789473684210526
387,Permfit-DNN,0.8,300,regression_perm,87,0.701052631578947
388,Permfit-DNN,0.8,300,regression_perm,88,0.665263157894737
389,Permfit-DNN,0.8,300,regression_perm,89,0.795789473684211
390,Permfit-DNN,0.8,300,regression_perm,90,0.783157894736842
391,Permfit-DNN,0.8,300,regression_perm,91,0.656842105263158
392,Permfit-DNN,0.8,300,regression_perm,92,0.72842105263158
393,Permfit-DNN,0.8,300,regression_perm,93,0.642105263157895
394,Permfit-DNN,0.8,300,regression_perm,94,0.604210526315789
395,Permfit-DNN,0.8,300,regression_perm,95,0.722105263157895
396,Permfit-DNN,0.8,300,regression_perm,96,0.64
397,Permfit-DNN,0.8,300,regression_perm,97,0.829473684210526
398,Permfit-DNN,0.8,300,regression_perm,98,0.709473684210527
399,Permfit-DNN,0.8,300,regression_perm,99,0.762105263157895
400,Permfit-DNN,0.8,300,regression_perm,100,0.635789473684211
401,CPI-DNN,0,300,regression_perm,1,0.884210526315789
402,CPI-DNN,0,300,regression_perm,2,0.778947368421052
403,CPI-DNN,0,300,regression_perm,3,0.938947368421053
404,CPI-DNN,0,300,regression_perm,4,0.6
405,CPI-DNN,0,300,regression_perm,5,0.68842105263158
406,CPI-DNN,0,300,regression_perm,6,0.846315789473684
407,CPI-DNN,0,300,regression_perm,7,0.711578947368422
408,CPI-DNN,0,300,regression_perm,8,0.816842105263158
409,CPI-DNN,0,300,regression_perm,9,0.631578947368421
410,CPI-DNN,0,300,regression_perm,10,0.778947368421053
411,CPI-DNN,0,300,regression_perm,11,0.64421052631579
412,CPI-DNN,0,300,regression_perm,12,0.760000000000001
413,CPI-DNN,0,300,regression_perm,13,0.957894736842105
414,CPI-DNN,0,300,regression_perm,14,0.654736842105263
415,CPI-DNN,0,300,regression_perm,15,0.585263157894737
