"","method","correlation","n_samples","prob_data","iteration","prob_type","V1"
"155","LOCO-DNN",0.8,1000,"regression",55,"regression",0
"156","LOCO-DNN",0.8,1000,"regression",56,"regression",0
"157","LOCO-DNN",0.8,1000,"regression",57,"regression",0
"158","LOCO-DNN",0.8,1000,"regression",58,"regression",0
"159","LOCO-DNN",0.8,1000,"regression",59,"regression",0.1
"160","LOCO-DNN",0.8,1000,"regression",60,"regression",0.0333333333333333
"161","LOCO-DNN",0.8,1000,"regression",61,"regression",0
"162","LOCO-DNN",0.8,1000,"regression",62,"regression",0.1
"163","LOCO-DNN",0.8,1000,"regression",63,"regression",0
"164","LOCO-DNN",0.8,1000,"regression",64,"regression",0.166666666666667
"165","LOCO-DNN",0.8,1000,"regression",65,"regression",0.366666666666667
"166","LOCO-DNN",0.8,1000,"regression",66,"regression",0.0333333333333333
"167","LOCO-DNN",0.8,1000,"regression",67,"regression",0.0333333333333333
"168","LOCO-DNN",0.8,1000,"regression",68,"regression",0.133333333333333
"169","LOCO-DNN",0.8,1000,"regression",69,"regression",0.1
"170","LOCO-DNN",0.8,1000,"regression",70,"regression",0
"171","LOCO-DNN",0.8,1000,"regression",71,"regression",0
"172","LOCO-DNN",0.8,1000,"regression",72,"regression",0.0333333333333333
"173","LOCO-DNN",0.8,1000,"regression",73,"regression",0
"174","LOCO-DNN",0.8,1000,"regression",74,"regression",0
"175","LOCO-DNN",0.8,1000,"regression",75,"regression",0
"176","LOCO-DNN",0.8,1000,"regression",76,"regression",0.0333333333333333
"177","LOCO-DNN",0.8,1000,"regression",77,"regression",0.133333333333333
"178","LOCO-DNN",0.8,1000,"regression",78,"regression",0
"179","LOCO-DNN",0.8,1000,"regression",79,"regression",0
"180","LOCO-DNN",0.8,1000,"regression",80,"regression",0
"181","LOCO-DNN",0.8,1000,"regression",81,"regression",0
"182","LOCO-DNN",0.8,1000,"regression",82,"regression",0.1
"183","LOCO-DNN",0.8,1000,"regression",83,"regression",0
"184","LOCO-DNN",0.8,1000,"regression",84,"regression",0.3
"185","LOCO-DNN",0.8,1000,"regression",85,"regression",0
"186","LOCO-DNN",0.8,1000,"regression",86,"regression",0
"187","LOCO-DNN",0.8,1000,"regression",87,"regression",0.0333333333333333
"188","LOCO-DNN",0.8,1000,"regression",88,"regression",0
"189","LOCO-DNN",0.8,1000,"regression",89,"regression",0.0333333333333333
"190","LOCO-DNN",0.8,1000,"regression",90,"regression",0
"191","LOCO-DNN",0.8,1000,"regression",91,"regression",0.1
"192","LOCO-DNN",0.8,1000,"regression",92,"regression",0
"193","LOCO-DNN",0.8,1000,"regression",93,"regression",0
"194","LOCO-DNN",0.8,1000,"regression",94,"regression",0.1
"195","LOCO-DNN",0.8,1000,"regression",95,"regression",0.1
"196","LOCO-DNN",0.8,1000,"regression",96,"regression",0.4
"197","LOCO-DNN",0.8,1000,"regression",97,"regression",0.0333333333333333
"198","LOCO-DNN",0.8,1000,"regression",98,"regression",0.0666666666666667
"199","LOCO-DNN",0.8,1000,"regression",99,"regression",0.566666666666667
"200","LOCO-DNN",0.8,1000,"regression",100,"regression",0.0666666666666667
