"","method","correlation","n_samples","prob_data","iteration","prob_type","V1"
"110","Permfit-DNN",0.8,8357,"regression_combine",10,"regression",0.604257087450368
"111","Permfit-DNN",0.8,8357,"regression_combine",11,"regression",0.581124757595349
"112","Permfit-DNN",0.8,8357,"regression_combine",12,"regression",0.599455166682057
"113","Permfit-DNN",0.8,8357,"regression_combine",13,"regression",0.682057438359963
"114","Permfit-DNN",0.8,8357,"regression_combine",14,"regression",0.493674392834057
"115","Permfit-DNN",0.8,8357,"regression_combine",15,"regression",0.722458214054849
"116","Permfit-DNN",0.8,8357,"regression_combine",16,"regression",0.668898328562196
"117","Permfit-DNN",0.8,8357,"regression_combine",17,"regression",0.643457382953184
"118","Permfit-DNN",0.8,8357,"regression_combine",18,"regression",0.530796934158279
"119","Permfit-DNN",0.8,8357,"regression_combine",19,"regression",0.607350632560716
"120","Permfit-DNN",0.8,8357,"regression_combine",20,"regression",0.694893341952168
"121","Permfit-DNN",0.8,8357,"regression_combine",21,"regression",0.654954289408072
"122","Permfit-DNN",0.8,8357,"regression_combine",22,"regression",0.638009049773753
"123","Permfit-DNN",0.8,8357,"regression_combine",23,"regression",0.611829347123467
"124","Permfit-DNN",0.8,8357,"regression_combine",24,"regression",0.623603287468834
"125","Permfit-DNN",0.8,8357,"regression_combine",25,"regression",0.59396066118755
"126","Permfit-DNN",0.8,8357,"regression_combine",26,"regression",0.69784837011728
"127","Permfit-DNN",0.8,8357,"regression_combine",27,"regression",0.699833779665717
"128","Permfit-DNN",0.8,8357,"regression_combine",28,"regression",0.528996213870164
"129","Permfit-DNN",0.8,8357,"regression_combine",29,"regression",0.738249145812172
"130","Permfit-DNN",0.8,8357,"regression_combine",30,"regression",0.695447409733127
"131","Permfit-DNN",0.8,8357,"regression_combine",31,"regression",0.579647243512789
"132","Permfit-DNN",0.8,8357,"regression_combine",32,"regression",0.651676055037397
"133","Permfit-DNN",0.8,8357,"regression_combine",33,"regression",0.446393942192261
"134","Permfit-DNN",0.8,8357,"regression_combine",34,"regression",0.634546126142765
"135","Permfit-DNN",0.8,8357,"regression_combine",35,"regression",0.615107581494137
"136","Permfit-DNN",0.8,8357,"regression_combine",36,"regression",0.557253670699049
"137","Permfit-DNN",0.8,8357,"regression_combine",37,"regression",0.724582140548531
"138","Permfit-DNN",0.8,8357,"regression_combine",38,"regression",0.561455351371318
"139","Permfit-DNN",0.8,8357,"regression_combine",39,"regression",0.701172776803032
"140","Permfit-DNN",0.8,8357,"regression_combine",40,"regression",0.69729430233632
"141","Permfit-DNN",0.8,8357,"regression_combine",41,"regression",0.650614091790564
"142","Permfit-DNN",0.8,8357,"regression_combine",42,"regression",0.586942469295411
"143","Permfit-DNN",0.8,8357,"regression_combine",43,"regression",0.779527195493589
"144","Permfit-DNN",0.8,8357,"regression_combine",44,"regression",0.520962231046265
"145","Permfit-DNN",0.8,8357,"regression_combine",45,"regression",0.620740603933882
"146","Permfit-DNN",0.8,8357,"regression_combine",46,"regression",0.669914119493953
"147","Permfit-DNN",0.8,8357,"regression_combine",47,"regression",0.579785760458031
"148","Permfit-DNN",0.8,8357,"regression_combine",48,"regression",0.543309631544926
"149","Permfit-DNN",0.8,8357,"regression_combine",49,"regression",0.647335857419891
"150","Permfit-DNN",0.8,8357,"regression_combine",50,"regression",0.575445562840523
"151","Permfit-DNN",0.8,8357,"regression_combine",51,"regression",0.567457752331703
"152","Permfit-DNN",0.8,8357,"regression_combine",52,"regression",0.584079785760461
"153","Permfit-DNN",0.8,8357,"regression_combine",53,"regression",0.614045618247302
"154","Permfit-DNN",0.8,8357,"regression_combine",54,"regression",0.609566903684551
"155","Permfit-DNN",0.8,8357,"regression_combine",55,"regression",0.57193646689445
"156","Permfit-DNN",0.8,8357,"regression_combine",56,"regression",0.686582325237791
"157","Permfit-DNN",0.8,8357,"regression_combine",57,"regression",0.506556468741342
"158","Permfit-DNN",0.8,8357,"regression_combine",58,"regression",0.624572906085514
"159","Permfit-DNN",0.8,8357,"regression_combine",59,"regression",0.54529504109336
"160","Permfit-DNN",0.8,8357,"regression_combine",60,"regression",0.643872933788904
"161","Permfit-DNN",0.8,8357,"regression_combine",61,"regression",0.617139163357652
"162","Permfit-DNN",0.8,8357,"regression_combine",62,"regression",0.761519992612435
"163","Permfit-DNN",0.8,8357,"regression_combine",63,"regression",0.650060024009605
"164","Permfit-DNN",0.8,8357,"regression_combine",64,"regression",0.592852525625637
"165","Permfit-DNN",0.8,8357,"regression_combine",65,"regression",0.665481577246287
"166","Permfit-DNN",0.8,8357,"regression_combine",66,"regression",0.615523132329856
"167","Permfit-DNN",0.8,8357,"regression_combine",67,"regression",0.53116631267892
"168","Permfit-DNN",0.8,8357,"regression_combine",68,"regression",0.662388032135936
"169","Permfit-DNN",0.8,8357,"regression_combine",69,"regression",0.614507341398101
"170","Permfit-DNN",0.8,8357,"regression_combine",70,"regression",0.743235755840798
"171","Permfit-DNN",0.8,8357,"regression_combine",71,"regression",0.570366608181735
"172","Permfit-DNN",0.8,8357,"regression_combine",72,"regression",0.719087635054026
"173","Permfit-DNN",0.8,8357,"regression_combine",73,"regression",0.556514913657772
"174","Permfit-DNN",0.8,8357,"regression_combine",74,"regression",0.606242496998803
"175","Permfit-DNN",0.8,8357,"regression_combine",75,"regression",0.538045987625819
"176","Permfit-DNN",0.8,8357,"regression_combine",76,"regression",0.723981900452493
"177","Permfit-DNN",0.8,8357,"regression_combine",77,"regression",0.577200110813559
"178","Permfit-DNN",0.8,8357,"regression_combine",78,"regression",0.674716040262264
"179","Permfit-DNN",0.8,8357,"regression_combine",79,"regression",0.559931664973682
"180","Permfit-DNN",0.8,8357,"regression_combine",80,"regression",0.685197155785392
"181","Permfit-DNN",0.8,8357,"regression_combine",81,"regression",0.655000461723154
"182","Permfit-DNN",0.8,8357,"regression_combine",82,"regression",0.661279896574013
"183","Permfit-DNN",0.8,8357,"regression_combine",83,"regression",0.553513713177579
"184","Permfit-DNN",0.8,8357,"regression_combine",84,"regression",0.604626465971007
"185","Permfit-DNN",0.8,8357,"regression_combine",85,"regression",0.666220334287562
"186","Permfit-DNN",0.8,8357,"regression_combine",86,"regression",0.827823437067141
"187","Permfit-DNN",0.8,8357,"regression_combine",87,"regression",0.618247298919569
"188","Permfit-DNN",0.8,8357,"regression_combine",88,"regression",0.64761289131037
"189","Permfit-DNN",0.8,8357,"regression_combine",89,"regression",0.535829716501987
"190","Permfit-DNN",0.8,8357,"regression_combine",90,"regression",0.838258380275195
"191","Permfit-DNN",0.8,8357,"regression_combine",91,"regression",0.568750577153938
"192","Permfit-DNN",0.8,8357,"regression_combine",92,"regression",0.656570320435868
"193","Permfit-DNN",0.8,8357,"regression_combine",93,"regression",0.603795364299567
"194","Permfit-DNN",0.8,8357,"regression_combine",94,"regression",0.563902484070552
"195","Permfit-DNN",0.8,8357,"regression_combine",95,"regression",0.710822790654725
"196","Permfit-DNN",0.8,8357,"regression_combine",96,"regression",0.616815957152096
"197","Permfit-DNN",0.8,8357,"regression_combine",97,"regression",0.64391910610398
"198","Permfit-DNN",0.8,8357,"regression_combine",98,"regression",0.639117185335674
"199","Permfit-DNN",0.8,8357,"regression_combine",99,"regression",0.621479360975162
"200","Permfit-DNN",0.8,8357,"regression_combine",100,"regression",0.592206113214521
